control_to_LUVit_emp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source,Main Measure,Detailed Measure,Region,Age,Race,Gender,Units,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
control_to_LUVit_emp,Population,Total Population,Region,All Ages (0-100),All Races,Total,Thousands,3327.439999,3356.430997,3372.778845,3400.926996,3438.070838,3502.134999,3548.571992,3601.953992,3663.596932,3701.268901,3759.846999,3816.175027,3869.087801,3934.247943,4006.086043,4089.172951,4162.549924,4215.351692,4259.363007,4303.289006,4292.865011,4311.920999,4324.433105,4404.53948,4470.086799,4515.960494,4551.073027,4594.641538,4644.585781,4699.203853,4756.821211,4816.263151,4877.068494,4939.093341,5002.227004,5066.703371,5132.180633,5198.758682,5266.460436,5335.080513,5404.731649,5475.17647,5546.235846,5618.17917,5690.86606,5764.283274,5838.381272,5912.902662,5988.116735,6064.284924,6138.702771,6212.473656,6286.460115,6360.977105,6436.242965,6512.18579,6588.300721,6664.260365,6739.920154,6814.996285
control_to_LUVit_emp,Population,Total Population,Region,All Ages (0-100),White-NonHispanic,Total,Thousands,2528.355,2523.746997,2510.365891,2506.013997,2505.877889,2521.889,2526.344994,2532.921989,2546.245951,2548.404868,2567.947935,2584.527447,2598.358009,2616.196295,2635.961311,2659.808843,2671.942152,2670.619684,2663.248796,2655.843006,2614.209007,2577.904995,2561.034278,2561.588108,2560.15523,2554.68607,2549.291452,2548.115576,2549.946301,2553.818371,2558.798469,2564.222066,2569.886049,2575.716457,2581.64889,2587.797649,2594.031828,2600.421348,2606.977916,2613.58605,2620.269031,2626.925434,2633.434472,2639.901766,2646.278111,2652.562904,2658.7313,2664.662809,2670.492028,2676.342614,2681.004793,2685.004311,2688.718285,2692.287483,2695.812021,2699.28193,2702.500905,2705.363001,2707.857262,2709.901895
control_to_LUVit_emp,Population,Total Population,Region,All Ages (0-100),Black-NonHispanic,Total,Thousands,163.4159996,166.6970011,168.1579921,170.1199992,172.8459909,177.8840013,181.0120003,186.2220009,191.5589963,193.9623577,199.6934453,205.8217293,210.5149968,215.1407224,221.2932129,228.2559064,236.0536971,243.4943129,250.3533697,257.165001,260.1110001,265.8930005,266.8495729,271.3900236,275.3797542,278.4743126,281.127526,284.3779356,288.0919365,292.1632346,296.4922955,301.0142681,305.6922844,310.5146756,315.475817,320.5910023,325.8332181,331.2171504,336.7395158,342.3880971,348.1766172,354.0854642,360.1102562,366.2692866,372.5492341,378.9511242,385.4708116,392.0878023,398.8178175,405.67981,412.4718517,419.2958383,426.2149128,433.2590869,440.4468906,447.7814108,455.2373516,462.7959509,470.4445258,478.1678288
control_to_LUVit_emp,Population,Total Population,Region,All Ages (0-100),Other-NonHispanic,Total,Thousands,446.6899996,464.5629998,480.9979718,498.3190002,517.7659698,542.2419968,565.0289976,587.8800009,611.6629916,632.0654586,655.0842609,678.5327348,702.4103046,732.8948416,766.193848,801.953148,839.7798375,873.9407995,904.5068184,934.6049995,955.1110015,991.0170036,1009.887609,1067.115893,1114.157461,1148.783297,1174.320995,1202.400802,1232.485518,1264.085902,1296.711623,1330.027216,1363.930293,1398.387323,1433.368875,1468.960019,1505.026979,1541.59279,1578.669116,1616.213107,1654.287147,1692.805626,1731.723308,1771.145295,1811.006935,1851.296828,1892.009578,1933.048842,1974.50779,2016.456925,2058.020203,2099.520582,2141.242709,2183.289281,2225.731737,2268.519239,2311.455009,2354.399629,2397.274351,2439.949262
control_to_LUVit_emp,Population,Total Population,Region,All Ages (0-100),Hispanic,Total,Thousands,188.9790003,201.4239989,213.25699,226.4739991,241.5809886,260.1200009,276.1859998,294.9300008,314.1289929,326.8362169,337.1213583,347.2931167,357.8044908,370.0160842,382.6376717,399.1550538,414.7742375,427.296895,441.2540232,455.6759991,463.4340029,477.1060003,486.6616452,504.4454544,520.3943545,534.0168145,546.3330542,559.7472253,574.0620255,589.1363452,604.8188235,620.9996012,637.5598676,654.4748851,671.7334213,689.3546998,707.288608,725.5273944,744.0738883,762.8932586,781.9988544,801.3599455,820.9678086,840.8628228,861.0317799,881.4724184,902.1695822,923.103208,944.2991006,965.8055745,987.2059229,1008.652924,1030.284209,1052.141254,1074.252316,1096.60321,1119.107456,1141.701784,1164.344015,1186.977299
control_to_LUVit_emp,Population,Total Population,Region,Ages 0-4,All Races,Total,Thousands,215.5719992,215.5199989,214.9699902,217.206999,218.4999914,223.2329996,227.8959991,232.6579986,237.0229957,238.8877063,241.820182,243.2196658,244.1852798,246.2086367,248.3380219,253.3711648,256.6214099,255.8029172,253.7403232,246.3779992,238.8410013,235.7129999,236.1698442,243.7589548,249.3676145,254.7989042,257.5735667,257.8101426,257.6443538,257.9742722,258.7604252,259.8452973,260.9845828,262.2739395,263.8287336,265.763076,268.1180432,270.9115897,274.1466435,277.7649041,281.6959878,285.8138587,290.052671,294.3837691,298.7268404,303.0431145,307.3481327,311.5783499,315.7260606,319.8478484,323.6842816,327.3349055,330.9333946,334.5221022,338.1449578,341.8237916,345.5050434,349.1387729,352.6968462,356.1038139
control_to_LUVit_emp,Population,Total Population,Region,Ages 0-4,White-NonHispanic,Total,Thousands,140.707999,137.5959996,134.1129943,132.4259999,130.1539954,129.9309996,129.5129986,129.0459985,129.1839978,129.1027271,129.5054133,129.5520002,129.2198262,129.315118,129.0141816,130.5238114,129.5443279,127.1877621,123.9817843,119.0429994,112.1900017,107.6620003,104.7361208,103.8805483,102.6686029,103.0316906,101.943172,100.4449576,98.95047045,97.71959369,96.71131118,95.83279261,95.0373856,94.38351328,93.93383702,93.74027397,93.82382113,94.18362158,94.79686344,95.61022869,96.56441738,97.57628729,98.57637869,99.53510574,100.4078652,101.1640223,101.8041728,102.3214091,102.7181609,103.0218968,103.1249938,103.0926105,102.9842007,102.83032,102.6562317,102.4855489,102.2947047,102.0787121,101.8454333,101.5779815
control_to_LUVit_emp,Population,Total Population,Region,Ages 0-4,Black-NonHispanic,Total,Thousands,13.04900008,13.18499992,13.23899946,13.39800011,13.5199994,13.95300026,14.51499997,14.93400004,15.17599965,14.8238337,14.98719372,14.94156343,14.98010274,15.10923688,15.59651371,15.8046383,16.2702439,16.59076069,16.58234291,16.15299986,15.93000013,16.02800008,16.19461993,16.81794364,17.41841282,17.8361936,18.17104797,18.16213467,18.16138049,18.20751104,18.29496049,18.41071463,18.53526317,18.67065645,18.82357181,19.00034456,19.20474238,19.44481912,19.72330705,20.04027297,20.3918995,20.769446,21.16947529,21.5891806,22.02131352,22.46244663,22.91076658,23.35372647,23.79000332,24.22024326,24.62605661,25.01559587,25.40323605,25.7977491,26.20510487,26.6305312,27.07355161,27.52840846,27.98900171,28.45213673
control_to_LUVit_emp,Population,Total Population,Region,Ages 0-4,Other-NonHispanic,Total,Thousands,38.69999994,40.02999967,41.07799733,42.39199951,43.84399743,45.85499993,48.15100032,50.50399926,53.0919991,55.12474026,56.41294396,57.51512441,58.54446279,59.96289644,61.78828366,64.08654454,66.57740077,67.59445046,68.70458834,67.88800018,67.50399967,68.04899997,69.34809787,73.89018352,77.17157191,80.10546902,82.34539491,83.51655084,84.33909949,85.20631743,86.13300427,87.10660959,88.01873844,88.90907979,89.82229777,90.81207497,91.89462953,93.0867937,94.40703234,95.85155797,97.39713527,99.00948412,100.684393,102.4189801,104.1888342,106.0028833,107.879488,109.7905673,111.7296235,113.7123282,115.6463839,117.5504673,119.4632564,121.3919172,123.349827,125.3310408,127.3100646,129.2674841,131.1836503,133.0215153
control_to_LUVit_emp,Population,Total Population,Region,Ages 0-4,Hispanic,Total,Thousands,23.1150002,24.70899974,26.53999907,28.99099948,30.98199914,33.4939998,35.71700016,38.17400078,39.57099918,39.83640532,40.91463098,41.21097784,41.44088817,41.82138547,41.93904299,42.95617054,44.22943734,44.42994393,44.47160767,43.29399981,43.21699981,43.97399953,45.89100555,49.17027938,52.10902691,53.82555096,55.11395182,55.68649953,56.19340339,56.84085002,57.62114924,58.49518048,59.39319554,60.31068996,61.24902704,62.21038245,63.19485012,64.19635533,65.21944064,66.26284443,67.34253568,68.45864128,69.62242397,70.84050262,72.10882743,73.41376224,74.75370529,76.1126471,77.48827288,78.8933802,80.28684722,81.6762319,83.08270141,84.5021159,85.93379424,87.37667068,88.82672254,90.26416819,91.67876081,93.05218034
