Source,Main Measure,Detailed Measure,Region,Age,Race,Gender,Units,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
REMI v3.3,Employment,All Sectors w Military,Nation,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REMI v3.3,Employment,All Sectors w Military REMI,King County,All Ages,All Races,Total,Thousands,1414.6728515625,1373.29711914062,1365.11975097656,1386.66711425781,1416.61389160156,1460.94104003906,1503.40075683594,1523.53527832031,1457.77099609375,1441.77819824219,1468.30676269531,1514.28002929687,1555.43994140625,1608.18884277344,1660.80517578125,1711.56201171875,1767.09606933594,1815.16516113281,1834.04174804687,1754.10913085938,1799.79077148438,1872.07604980469,1871.31005859375,1876.89481174554,1915.44294391413,1930.34760172618,1944.28471622128,1965.78750999764,1991.34606706383,2017.52905656125,2042.77317506855,2067.12770418582,2092.90678420378,2113.56044386387,2134.7191086431,2153.80893999852,2171.75985254518,2187.14586417757,2202.93983564295,2220.27552657644,2238.89699251465,2257.14552271204,2275.90938608805,2295.653051222,2316.43390578126,2337.81210624242,2359.83531491269,2382.13420414006,2404.86144570815,2428.79618871753,2453.23506530997,2477.65709755021,2503.66139559057,2530.06310766012,2556.77338085747,2584.19866007677,2611.59491333772,2638.6686084086,2665.59068264886,2691.95482472529
REMI v3.3,Employment,All Sectors w Military REMI,Kitsap County,All Ages,All Races,Total,Thousands,113.167007446289,117.075012207031,119.297996520996,121.922012329102,124.982009887695,127.062004089355,127.592002868652,127.472007751465,123.188980102539,120.814994812012,120.714012145996,121.384002685547,121.568000793457,124.397987365723,127.312995910645,131.351989746094,132.190002441406,131.630996704102,131.681991577148,129.043014526367,131.387008666992,136.880004882812,141.354995727539,142.300820188231,146.244049828773,147.405371499134,148.144250233606,148.216632697523,148.446509385296,148.856526515921,149.311431023436,149.892238253374,150.385680462592,150.729363384779,151.17595248408,151.646236881316,151.972676949567,152.241942359262,152.568964581941,152.957872166787,153.327914843435,153.677262253346,154.094133033543,154.513820251679,154.962349713,155.442900575615,155.929345188184,156.40454849784,156.898456305422,157.437525766328,157.94328864961,158.474026288584,159.062474454823,159.61124742971,160.203280706416,160.753711924956,161.304128281469,161.833413385357,162.338690170293,162.828162265432
REMI v3.3,Employment,All Sectors w Military REMI,Nation,All Ages,All Races,Total,Thousands,165522.203125,165095.109375,165921.5,168839.703125,172338.375,175868.609375,179543.6875,179213.859375,173636.703125,172901.703125,176091.6875,178979.734375,182328.078125,186239.8125,190325.8125,193425.875,196394.09375,200292.203125,201622.21875,195262.609375,202706.140625,210414.171875,216314.1875,217057.426479044,221538.884431622,223710.076777832,224614.071098938,225377.309727032,226379.898304154,227439.092075496,228518.951432565,229539.789246653,230388.793542527,231386.377113071,232342.857122518,233230.19188582,234064.362377013,234882.152974609,235657.236341204,236377.646464072,237067.327288827,237721.822948702,238338.050229506,238918.611760619,239475.387288076,240010.611732049,240517.753713076,240982.986769537,241399.074038874,241794.885086183,242183.008460367,242574.947925794,242968.441060035,243351.662350106,243725.622738858,244095.974664568,244466.279271295,244834.867839371,245197.786730184,245546.338396969
REMI v3.3,Employment,All Sectors w Military REMI,Pierce County,All Ages,All Races,Total,Thousands,334.036010742188,337.916961669922,345.170013427734,355.306976318359,368.415985107422,380.234008789063,396.622955322266,397.504028320313,386.778015136719,381.748046875,382.589996337891,391.295043945313,397.271026611328,404.319061279297,413.634063720703,424.846984863281,438.819061279297,450.880035400391,458.982971191406,448.246978759766,465.891052246094,478.549987792969,491.304931640625,496.028214745922,509.742242821537,514.411098456649,516.080942068963,517.253263518505,519.527687854448,522.366029124491,525.551588529902,528.790079671406,532.177921847994,534.772642941166,537.597618455074,540.16044079701,542.378187928643,544.401546110876,546.508570899355,548.823605356024,551.253656395758,553.718432380404,556.243826225378,558.664077333294,561.26241673655,563.974380749055,566.809211981916,569.632791187533,572.494020010263,575.48499206663,578.518509737828,581.597671042167,584.836363398367,587.999392873002,591.228006397569,594.410297872261,597.473396792739,600.459960589823,603.418100764144,606.242629723072
REMI v3.3,Employment,All Sectors w Military REMI,Region,All Ages,All Races,Total,Thousands,2153.18894958496,2116.912109375,2121.3907699585,2162.8331451416,2223.97987365723,2296.84502410889,2380.08873748779,2399.82933807373,2305.79295349121,2275.54228973389,2310.99773406982,2380.06610107422,2434.75403594971,2504.67392730713,2581.43714141846,2658.3030090332,2734.7301940918,2798.64326477051,2828.95082092285,2720.02317810059,2791.31080627441,2896.00103759766,2930.68299865723,2947.95940781501,3016.55510837421,3042.19094384358,3063.28325324881,3090.2902657268,3123.34267424369,3158.17655373473,3192.2988841965,3225.69196151443,3260.03988494074,3287.62276973643,3315.94778653745,3341.4975402648,3364.87707640556,3385.03601288108,3405.78865168451,3428.47091768977,3452.61552716932,3476.36440805515,3500.87977135412,3526.2626171653,3553.07793013797,3580.74886322871,3609.22446070281,3637.93373965868,3667.14295189917,3697.79855552222,3728.97750137867,3760.20857244681,3793.39304604615,3826.75933262537,3860.538987923,3894.83676909825,3928.87516069602,3962.30286858851,3995.36461802546,4027.55329088714
REMI v3.3,Employment,All Sectors w Military REMI,Snohomish County,All Ages,All Races,Total,Thousands,291.313079833984,288.623016357422,291.803009033203,298.937042236328,313.967987060547,328.607971191406,352.473022460937,351.318023681641,338.054962158203,331.201049804687,339.386962890625,353.107025146484,360.475067138672,367.768035888672,379.684906005859,390.542022705078,396.625061035156,400.967071533203,404.244110107422,388.624053955078,394.241973876953,408.494995117188,426.713012695313,432.73556113532,445.125871809763,450.026872161615,454.77334472496,459.032859513126,464.022409940118,469.424941533071,474.662689574613,479.88193940383,484.569498426378,488.560319546615,492.455106955201,495.881922587954,498.766358982178,501.246660233377,503.771280560258,506.41391359052,509.136963415477,511.823190709362,514.632426007147,517.431668358329,520.419257907163,523.519475661623,526.650588620026,529.76219583325,532.889029875333,536.079848971723,539.280637681261,542.479777565845,545.832812602388,549.085584662546,552.334319961541,555.474099224261,558.502722284087,561.340886204732,564.017144442167,566.527674173338
REMI v3.3,Employment,Const Res,Nation,All Ages,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REMI v3.3,Employment,Const Res REMI,King County,All Ages,All Races,Total,Thousands,85.3860035757534,80.7999985357746,79.2830009851605,81.6099991053343,86.7869978398085,94.1590009555221,100.165003828704,99.3899964615703,80.8709963411093,71.8859974404331,69.3880000333302,73.0160010568798,77.3760000853799,82.2569978777319,88.9469983093441,94.0999990897253,96.6989973532036,100.261001877021,100.515997530892,96.8409965354949,99.754003347829,100.622001109645,99.8609983846545,100.230663721465,98.3012659544147,98.7314045410873,99.9682433089746,101.432545463598,104.249315815029,107.397284940645,110.085539403771,112.592785167603,114.940925623415,116.904379881342,118.512778044691,119.904788802641,120.961602893022,121.555466093634,122.109338794541,122.955238937916,124.033644354666,125.082137043924,126.343604720973,127.721661543723,129.302773148247,130.951933761688,132.67455927187,134.412339998973,136.169338439779,138.072893240833,139.90479471327,141.638249791949,143.580998483389,145.361255147279,147.181107493215,148.945564131616,150.586419067441,152.005829945332,153.253607457542,154.287050046749
REMI v3.3,Employment,Const Res REMI,Kitsap County,All Ages,All Races,Total,Thousands,8.04099996201694,7.89899989124387,7.72300020884722,8.18000022135675,8.611000096309,9.14099984045606,9.67500014405232,9.2319999615429,7.78799996944144,6.96500004222617,6.73499994620215,6.69499989785254,6.91099997237325,7.16699988115579,7.28799995873123,7.65999985672534,7.85699986654799,8.37300002749544,7.96399979642592,8.46099978568964,8.39700000616722,8.43499980098568,8.33099989336915,8.51488883207066,8.66920715538199,8.84610673731672,8.93489243009719,8.86764952226209,8.82922834985495,8.8120738039972,8.79540762650326,8.80204844329341,8.80829799811791,8.80774453932032,8.81216164697725,8.81810035632679,8.79947508677356,8.7723853984363,8.75518405115568,8.7485881260559,8.74094888771114,8.73628413512544,8.74632178050799,8.75627612448631,8.77193511444244,8.7959303599862,8.820357226177,8.84297563052061,8.86758617148884,8.89886184613539,8.92188322912988,8.94684048148305,8.97650150546804,8.99877882819772,9.02581859264187,9.04311734457733,9.05464578660884,9.05888473947565,9.05435134948493,9.04692546236731
