control_to_LUVit_emp_cnty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source,Main Measure,Detailed Measure,Region,Age,Race,Gender,Units,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
control_to_LUVit_emp_cnty,Population,Total Population,Region,All Ages (0-100),All Races,Total,Thousands,3327.439999,3356.430997,3372.778845,3400.926996,3438.070838,3502.134999,3548.571992,3601.953992,3663.596932,3701.268901,3759.846999,3816.175027,3869.087801,3934.247943,4006.086043,4089.172951,4162.549924,4215.351692,4259.363007,4303.289006,4292.865011,4311.920999,4328.899589,4406.846567,4470.847579,4515.625507,4549.83639,4592.656356,4642.099192,4696.495866,4754.355216,4814.43185,4876.244784,4939.602157,5004.340467,5070.887874,5138.822141,5208.184498,5278.913932,5350.749617,5424.058716,5498.514894,5573.856877,5650.332405,5727.795852,5806.208451,5885.521644,5965.413096,6046.140312,6127.954725,6209.760851,6292.098009,6375.472071,6459.920782,6545.436642,6631.800668,6718.44629,6805.019016,6891.339757,6977.110612
control_to_LUVit_emp_cnty,Population,Total Population,Region,All Ages (0-100),White-NonHispanic,Total,Thousands,2528.355,2523.746997,2510.365891,2506.013997,2505.877889,2521.889,2526.344994,2532.921989,2546.245951,2548.404868,2567.947935,2584.527447,2598.358009,2616.196295,2635.961311,2659.808843,2671.942152,2670.619684,2663.248796,2655.843006,2614.209007,2577.904995,2562.628117,2561.306985,2558.608356,2552.319174,2546.361252,2544.82789,2546.540266,2550.550396,2556.02422,2562.279852,2569.034539,2576.209811,2583.706793,2591.738383,2600.103109,2608.840506,2617.905174,2627.156938,2636.757672,2646.543152,2656.347939,2666.265838,2676.252601,2686.280632,2696.316611,2706.202324,2716.068268,2726.036862,2735.275809,2744.152445,2752.915589,2761.609747,2770.256721,2778.798526,2787.021891,2794.817788,2802.165966,2808.981023
control_to_LUVit_emp_cnty,Population,Total Population,Region,All Ages (0-100),Black-NonHispanic,Total,Thousands,163.4159996,166.6970011,168.1579921,170.1199992,172.8459909,177.8840013,181.0120003,186.2220009,191.5589963,193.9623577,199.6934453,205.8217293,210.5149968,215.1407224,221.2932129,228.2559064,236.0536971,243.4943129,250.3533697,257.165001,260.1110001,265.8930005,267.7852915,272.3189265,276.2922982,279.3729094,282.0032344,285.2232243,288.9076611,292.95305,297.2684148,301.7807067,306.4581313,311.2839845,316.2497826,321.381102,326.6499512,332.0673906,337.6269073,343.3128785,349.1523723,355.123954,361.2193918,367.4561368,373.818467,380.3072031,386.9195004,393.6314706,400.4581345,407.4172345,414.4567714,421.6299442,428.9727045,436.493801,444.1948529,452.0678658,460.0828164,468.2179899,476.4581191,484.7871191
control_to_LUVit_emp_cnty,Population,Total Population,Region,All Ages (0-100),Other-NonHispanic,Total,Thousands,446.6899996,464.5629998,480.9979718,498.3190002,517.7659698,542.2419968,565.0289976,587.8800009,611.6629916,632.0654586,655.0842609,678.5327348,702.4103046,732.8948416,766.193848,801.953148,839.7798375,873.9407995,904.5068184,934.6049995,955.1110015,991.0170036,1011.013022,1068.167904,1115.090978,1149.553236,1174.853196,1202.632545,1232.394801,1263.656757,1295.981191,1328.991925,1362.646403,1396.874406,1431.636212,1467.075132,1503.058812,1539.590318,1576.667439,1614.22511,1652.392284,1691.068422,1730.1834,1769.834548,1809.948402,1850.51839,1891.546641,1932.921755,1974.730704,2017.037307,2059.819748,2103.116798,2147.06081,2191.633863,2236.810291,2282.473236,2328.395792,2374.421941,2420.456327,2466.36216
control_to_LUVit_emp_cnty,Population,Total Population,Region,All Ages (0-100),Hispanic,Total,Thousands,188.9790003,201.4239989,213.25699,226.4739991,241.5809886,260.1200009,276.1859998,294.9300008,314.1289929,326.8362169,337.1213583,347.2931167,357.8044908,370.0160842,382.6376717,399.1550538,414.7742375,427.296895,441.2540232,455.6759991,463.4340029,477.1060003,487.4731584,505.0527512,520.8559472,534.3801876,546.6187072,559.972697,574.2564648,589.3356624,605.0813908,621.3793673,638.1057112,655.2339548,672.7476787,690.693257,709.0102694,727.6862834,746.7144121,766.0546896,785.7563869,805.7793665,826.1061467,846.7758827,867.7763817,889.102226,910.7388918,932.657547,954.8832055,977.4633217,1000.208522,1023.198822,1046.522968,1070.183371,1094.174777,1118.461041,1142.945791,1167.561297,1192.259344,1216.980309
control_to_LUVit_emp_cnty,Population,Total Population,Region,Ages 0-4,All Races,Total,Thousands,215.5719992,215.5199989,214.9699902,217.206999,218.4999914,223.2329996,227.8959991,232.6579986,237.0229957,238.8877063,241.820182,243.2196658,244.1852798,246.2086367,248.3380219,253.3711648,256.6214099,255.8029172,253.7403232,246.3779992,238.8410013,235.7129999,236.2146507,243.6484536,249.1601944,254.5398271,257.2840233,257.5268884,257.3285051,257.6613042,258.5049453,259.6960894,260.9875973,262.4683385,264.2475434,266.457183,269.1293298,272.2747551,275.8868218,279.8999714,284.2658462,288.8476465,293.5689566,298.3977448,303.2515639,308.0848455,312.9129719,317.6654063,322.3319623,326.968274,331.4763861,335.8881179,340.2965372,344.7119874,349.1534659,353.6168699,358.056403,362.4279454,366.706065,370.8182639
control_to_LUVit_emp_cnty,Population,Total Population,Region,Ages 0-4,White-NonHispanic,Total,Thousands,140.707999,137.5959996,134.1129943,132.4259999,130.1539954,129.9309996,129.5129986,129.0459985,129.1839978,129.1027271,129.5054133,129.5520002,129.2198262,129.315118,129.0141816,130.5238114,129.5443279,127.1877621,123.9817843,119.0429994,112.1900017,107.6620003,104.6976754,103.6774069,102.3695574,102.6873174,101.5830624,100.1051694,98.63337933,97.44167705,96.50205159,95.72176456,95.04606124,94.53235843,94.23960813,94.22902383,94.51437284,95.09208471,95.93292505,96.9804919,98.18758994,99.46370386,100.7334433,101.9651351,103.1135178,104.1430412,105.0540313,105.8361354,106.4916136,107.0483272,107.4374697,107.7053328,107.8982402,108.0366702,108.1387881,108.2224313,108.2679613,108.2738006,108.2498596,108.1804452
control_to_LUVit_emp_cnty,Population,Total Population,Region,Ages 0-4,Black-NonHispanic,Total,Thousands,13.04900008,13.18499992,13.23899946,13.39800011,13.5199994,13.95300026,14.51499997,14.93400004,15.17599965,14.8238337,14.98719372,14.94156343,14.98010274,15.10923688,15.59651371,15.8046383,16.2702439,16.59076069,16.58234291,16.15299986,15.93000013,16.02800008,16.18341484,16.82053736,17.43312324,17.86294806,18.20886197,18.20986382,18.20422736,18.24677715,18.33255715,18.44773582,18.57324728,18.71049714,18.86584097,19.0466343,19.25646965,19.50300988,19.78869598,20.11325518,20.47412382,20.8624208,21.27428913,21.70690969,22.15280898,22.60848275,23.07215118,23.53091454,23.98324569,24.42962025,24.86693632,25.29760338,25.73290208,26.17918244,26.64066393,27.12014144,27.61753565,28.12722001,28.642974,29.16154872
control_to_LUVit_emp_cnty,Population,Total Population,Region,Ages 0-4,Other-NonHispanic,Total,Thousands,38.69999994,40.02999967,41.07799733,42.39199951,43.84399743,45.85499993,48.15100032,50.50399926,53.0919991,55.12474026,56.41294396,57.51512441,58.54446279,59.96289644,61.78828366,64.08654454,66.57740077,67.59445046,68.70458834,67.88800018,67.50399967,68.04899997,69.42509456,73.95566729,77.21528902,80.11982025,82.32215369,83.45164602,84.23590682,85.07313297,85.98222942,86.94610563,87.86186195,88.76457469,89.69768381,90.72018919,91.84824381,93.09557762,94.47930587,95.9928617,97.61872501,99.32056885,101.0911951,102.9264886,104.8009613,106.7227763,108.71063,110.734667,112.7871928,114.8827557,117.0132375,119.162427,121.349355,123.5657509,125.8129876,128.0720349,130.321368,132.5442142,134.7223163,136.8202154
control_to_LUVit_emp_cnty,Population,Total Population,Region,Ages 0-4,Hispanic,Total,Thousands,23.1150002,24.70899974,26.53999907,28.99099948,30.98199914,33.4939998,35.71700016,38.17400078,39.57099918,39.83640532,40.91463098,41.21097784,41.44088817,41.82138547,41.93904299,42.95617054,44.22943734,44.42994393,44.47160767,43.29399981,43.21699981,43.97399953,45.90846592,49.19484203,52.14222473,53.86974137,55.1699453,55.76020926,56.25499163,56.899717,57.68810714,58.58048344,59.50642686,60.46090824,61.4444105,62.46133571,63.51024349,64.58408293,65.68589486,66.81336262,67.98540746,69.20095302,70.47002901,71.79921145,73.18427577,74.61054529,76.07615943,77.56368945,79.06991023,80.60757085,82.15874266,83.72275467,85.31603996,86.93038386,88.56102628,90.20226227,91.84953813,93.48271061,95.0909152,96.65605453
